relationship_type,source_ref,target_ref
detects,x-mitre-data-component--84572de3-9583-4c73-aabd-06ea88123dd8,attack-pattern--1ecb2399-e8ba-4f6b-8ba7-5c27d49405cf
uses,malware--979adb5a-dc30-48f0-9e3d-9a26d866928c,attack-pattern--3ccef7ae-cb5e-48f6-8302-897105fbf55c
uses,campaign--712e38c3-a656-426a-9b3b-a6bfb63294c6,attack-pattern--2b742742-28c3-4e1b-bab7-8350d6300fa7
uses,malware--d18cb958-f4ad-4fb3-bb4f-e8994d206550,attack-pattern--b0533c6e-8fea-4788-874f-b799cacc4b92
uses,intrusion-set--3fc023b2-c5cc-481d-9c3e-70141ae1a87e,attack-pattern--e3b6daca-e963-4a69-aee6-ed4fd653ad58
uses,intrusion-set--a653431d-6a5e-4600-8ad3-609b5af57064,attack-pattern--70e52b04-2a0c-4cea-9d18-7149f1df9dc5
detects,x-mitre-data-component--1177a4c5-31c8-400c-8544-9071166afa0e,attack-pattern--d2c4e5ea-dbdf-4113-805a-b1e2a337fb33
uses,malware--28b97733-ef07-4414-aaa5-df50b2d30cc5,attack-pattern--c32f7008-9fea-41f7-8366-5eb9b74bd896
uses,malware--d6e55656-e43f-411f-a7af-45df650471c5,attack-pattern--e358d692-23c0-4a31-9eb6-ecc13a8d7735
detects,x-mitre-data-component--2b3bfe19-d59a-460d-93bb-2f546adc2d2c,attack-pattern--0533ab23-3f7d-463f-9bd8-634d27e4dee1
uses,malware--f6d1d2cb-12f5-4221-9636-44606ea1f3f8,attack-pattern--21875073-b0ee-49e3-9077-1e2a885359af
uses,malware--051eaca1-958f-4091-9e5f-a9acd8f820b5,attack-pattern--57340c81-c025-4189-8fa0-fc7ede51bae4
detects,x-mitre-data-component--9bde2f9d-a695-4344-bfac-f2dce13d121e,attack-pattern--322bad5a-1c49-4d23-ab79-76d641794afa
uses,malware--7acb15b6-fe2c-4319-b136-6ab36ff0b2d4,attack-pattern--3c4a2599-71ee-4405-ba1e-0e28414b4bc5
uses,intrusion-set--420ac20b-f2b9-42b8-aa1a-6d4b72895ca4,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18
uses,malware--03acae53-9b98-46f6-b204-16b930839055,attack-pattern--9efb1ea7-c37b-4595-9640-b7680cd84279
uses,malware--cc5497f7-a9e8-436f-94da-b2b4a9b9ad3c,attack-pattern--8f4a33ec-8b1f-4b80-a2f6-642b2e479580
uses,malware--e811ff6a-4cef-4856-a6ae-a7daf9ed39ae,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18
mitigates,course-of-action--47e0e9fe-96ce-4f65-8bb1-8be1feacb5db,attack-pattern--10ff21b9-5a01-4268-a1b5-3b55015f1847
uses,malware--88c621a7-aef9-4ae0-94e3-1fc87123eb24,attack-pattern--9efb1ea7-c37b-4595-9640-b7680cd84279
uses,malware--d1b7830a-fced-4be3-a99c-f495af9d9e1b,attack-pattern--9efb1ea7-c37b-4595-9640-b7680cd84279
uses,malware--5864e59f-eb4c-43ad-83b2-b5e4fae056c9,attack-pattern--1b7ba276-eedc-4951-a762-0ceea2c030ec
uses,malware--5719af9d-6b16-46f9-9b28-fb019541ddbb,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0
uses,intrusion-set--6b9ebeb5-20bf-48b0-afb7-988d769a2f01,attack-pattern--cbb66055-0325-4111-aca0-40547b6ad5b0
uses,malware--47afe41c-4c08-485e-b062-c3bd209a1cce,attack-pattern--25659dd6-ea12-45c4-97e6-381e3e4b593e
uses,campaign--26d9ebae-de59-427f-ae9a-349456bae4b1,attack-pattern--30208d3e-0d6b-43c8-883e-44462a514619
uses,malware--495b6cdb-7b5a-4fbc-8d33-e7ef68806d08,attack-pattern--02c5abff-30bf-4703-ab92-1f6072fae939
uses,campaign--df74f7ad-b10d-431c-9f1d-a2bc18dadefa,attack-pattern--01a5a209-b94c-450b-b7f9-946497d91055
uses,malware--95e2cbae-d82c-4f7b-b63c-16462015d35d,attack-pattern--4bed873f-0b7d-41d4-b93a-b6905d1f90b0
uses,malware--49fee0b0-390e-4bde-97f8-97ed46bd19b7,attack-pattern--d1fcf083-a721-4223-aedf-bf8960798d62
uses,malware--aae22730-e571-4d17-b037-65f2a3e26213,attack-pattern--03d7999c-1f4c-42cc-8373-e7690d318104
uses,intrusion-set--899ce53f-13a0-479b-a0e4-67d46e241542,attack-pattern--01a5a209-b94c-450b-b7f9-946497d91055
uses,malware--80a014ba-3fef-4768-990b-37d8bd10d7f4,attack-pattern--2959d63f-73fd-46a1-abd2-109d7dcede32
uses,malware--599cd7b5-37b5-4cdd-8174-2811531ce9d0,attack-pattern--0f4a0c76-ab2d-4cb0-85d3-3f0efb8cba0d
uses,campaign--712e38c3-a656-426a-9b3b-a6bfb63294c6,malware--a7881f21-e978-4fe4-af56-92c9416a2616
uses,malware--1492d0f8-7e14-4af3-9239-bc3fe10d3407,attack-pattern--118f61a5-eb3e-4fb6-931f-2096647f4ecd
uses,malware--8d242fb4-9033-4f13-8a88-4b9b4bcd9a53,attack-pattern--01a5a209-b94c-450b-b7f9-946497d91055
uses,malware--cf8df906-179c-4a78-bd6e-6605e30f6624,attack-pattern--53ac20cd-aca3-406e-9aa0-9fc7fdc60a5a
uses,intrusion-set--c77c5576-ca19-42ed-a36f-4b4486a84133,tool--842976c7-f9c8-41b2-8371-41dc64fbe261
uses,campaign--b03d5112-e23a-4ac8-add0-be7502d24eff,attack-pattern--5372c5fe-f424-4def-bcd5-d3a8e770f07b
uses,intrusion-set--93f52415-0fe4-4d3d-896c-fc9b8e88ab90,attack-pattern--f7827069-0bf2-4764-af4f-23fae0d181b7
uses,intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,attack-pattern--f24faf46-3b26-4dbb-98f2-63460498e433
uses,intrusion-set--fb366179-766c-4a4a-afa1-52bff1fd601c,attack-pattern--10d51417-ee35-4589-b1ff-b6df1c334e8d
uses,intrusion-set--2688b13e-8e71-405a-9c40-0dee94bddf87,attack-pattern--ec8fc7e2-b356-455c-8db5-2e37be158e7d
uses,intrusion-set--6713ab67-e25b-49cc-808d-2b36d4fbc35c,attack-pattern--53ac20cd-aca3-406e-9aa0-9fc7fdc60a5a
uses,malware--e066bf86-9cfb-407a-9d25-26fd5d91e360,attack-pattern--09a60ea3-a8d1-4ae5-976e-5783248b72a4
uses,intrusion-set--85403903-15e0-4f9f-9be4-a259ecad4022,tool--9de2308e-7bed-43a3-8e58-f194b3586700
mitigates,course-of-action--2f316f6c-ae42-44fe-adf8-150989e0f6d3,attack-pattern--8187bd2a-866f-4457-9009-86b0ddedffa3
uses,malware--cb741463-f0fe-42e0-8d45-bc7e8335f5ae,attack-pattern--391d824f-0ef1-47a0-b0ee-c59a75e27670
uses,malware--a0ebedca-d558-4e48-8ff7-4bf76208d90c,attack-pattern--c2e147a9-d1a8-4074-811a-d8789202d916
uses,malware--b350b47f-88fe-4921-8538-6d9c59bac84e,attack-pattern--acd0ba37-7ba9-4cc5-ac61-796586cd856d
uses,malware--fde19a18-e502-467f-be14-58c71b4e7f4b,attack-pattern--6faf650d-bf31-4eb4-802d-1000cf38efaf
uses,campaign--4603cf2f-06d0-4970-9c5d-5071b08c817f,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0
subtechnique-of,attack-pattern--79a47ad0-fc3b-4821-9f01-a026b1ddba21,attack-pattern--2c4d4e92-0ccf-4a97-b54c-86d662988a53
detects,x-mitre-data-component--181a9f8c-c780-4f1f-91a8-edb770e904ba,attack-pattern--800f9819-7007-4540-a520-40e655876800
uses,malware--4e6b9625-bbda-4d96-a652-b3bb45453f26,attack-pattern--005a06c6-14bf-4118-afa0-ebcd8aebb0c9
uses,intrusion-set--269e8108-68c6-4f99-b911-14b2e765dec2,tool--842976c7-f9c8-41b2-8371-41dc64fbe261
uses,malware--3553b49d-d4ae-4fb6-ab17-0adbc520c888,attack-pattern--910906dd-8c0a-475a-9cc1-5e029e2fad58
uses,campaign--4553292d-12c6-4a93-934d-12160370d4e0,tool--2e45723a-31da-4a7e-aaa6-e01998a6788f
uses,malware--59c8a28c-200c-4565-9af1-cbdb24870ba0,attack-pattern--a9d4b653-6915-42af-98b2-5758c4ceee56
uses,malware--46cbafbc-8907-42d3-9002-5327c26f8927,attack-pattern--391d824f-0ef1-47a0-b0ee-c59a75e27670
uses,malware--a0ab8a96-40c9-4483-8a54-3fafa6d6007a,attack-pattern--1c4e5d32-1fe9-4116-9d9d-59e3925bd6a2
uses,malware--cfc75b0d-e579-40ae-ad07-a1ce00d49a6c,attack-pattern--045d0922-2310-4e60-b5e4-3302302cb3c5
uses,malware--4b346d12-7f91-48d2-8f06-b26ffa0d825b,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add
uses,malware--c541efb4-e7b1-4ad6-9da8-b4e113f5dd42,attack-pattern--2bce5b30-7014-4a5d-ade7-12913fe6ac36
uses,intrusion-set--73a80fab-2aa3-48e0-a4d0-3a4828200aee,attack-pattern--eb062747-2193-45de-8fa2-e62549c37ddf
uses,malware--df4cd566-ff2f-4d08-976d-8c86e95782de,attack-pattern--f24faf46-3b26-4dbb-98f2-63460498e433
uses,malware--c2417bab-3189-4d4d-9d60-96de2cdaf0ab,attack-pattern--7bdca9d5-d500-4d7d-8c52-5fd47baf4c0c
uses,intrusion-set--a0cb9370-e39b-44d5-9f50-ef78e412b973,malware--b42378e0-f147-496f-992a-26a49705395b
mitigates,course-of-action--cc2399fd-3cd3-4319-8d0a-fbd6420cdaf8,attack-pattern--435dfb86-2697-4867-85b5-2fef496c0517
uses,malware--edb24a93-1f7a-4bbf-a738-1397a14662c6,attack-pattern--3fc9b85a-2862-4363-a64d-d692e3ffbee0
uses,malware--b4783be3-35d9-4a56-ac8d-1f3e1c9d9a84,attack-pattern--3ccef7ae-cb5e-48f6-8302-897105fbf55c
uses,malware--bd7a9e13-69fa-4243-a5e5-04326a63f9f2,attack-pattern--3ccef7ae-cb5e-48f6-8302-897105fbf55c
uses,malware--66b1dcde-17a0-4c7b-95fa-b08d430c2131,attack-pattern--322bad5a-1c49-4d23-ab79-76d641794afa
detects,x-mitre-data-component--639e87f3-acb6-448a-9645-258f20da4bc5,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0
uses,malware--0817aaf2-afea-4c32-9285-4dcd1df5bf14,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1
uses,malware--4b6ec280-7bbb-48ff-ae59-b189520ebe83,attack-pattern--24bfaeba-cb0d-4525-b3dc-507c77ecec41
uses,malware--536be338-e2ef-4a6b-afb6-8d5568b91eb2,attack-pattern--df8b2a25-8bdf-4856-953c-a04372b1c161
uses,malware--e1161124-f22e-487f-9d5f-ed8efc8dcd61,attack-pattern--3c4a2599-71ee-4405-ba1e-0e28414b4bc5
uses,malware--6ba1d7ae-d60b-43e6-9f08-a8b787e9d9cb,attack-pattern--391d824f-0ef1-47a0-b0ee-c59a75e27670
mitigates,course-of-action--eb88d97c-32f1-40be-80f0-d61a4b0b4b31,attack-pattern--ffbcfdb0-de22-4106-9ed3-fc23c8a01407
uses,malware--c9b99d03-ff11-4a48-95f0-82660d582c25,attack-pattern--c1b68a96-3c48-49ea-a6c0-9b27359f9c19
mitigates,course-of-action--20f6a9df-37c4-4e20-9e47-025983b1b39d,attack-pattern--b8017880-4b1e-42de-ad10-ae7ac6705166
uses,intrusion-set--2fd2be6a-d3a2-4a65-b499-05ea2693abee,attack-pattern--970a3432-3237-47ad-bcca-7d8cbb217736
uses,malware--c9b99d03-ff11-4a48-95f0-82660d582c25,attack-pattern--4bed873f-0b7d-41d4-b93a-b6905d1f90b0
uses,malware--6fb36c6f-bb3d-4ed6-9471-cb9933e5c154,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add
uses,malware--2a70812b-f1ef-44db-8578-a496a227aef2,attack-pattern--4ae4f953-fe58-4cc8-a327-33257e30a830
uses,malware--df350889-4de9-44e5-8cb3-888b8343e97c,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18
uses,intrusion-set--899ce53f-13a0-479b-a0e4-67d46e241542,attack-pattern--09c4c11e-4fa1-4f8c-8dad-3cf8e69ad119
uses,intrusion-set--fa19de15-6169-428d-9cd6-3ca3d56075b7,attack-pattern--58a3e6aa-4453-4cc8-a51f-4befe80b31a8
uses,tool--3433a9e8-1c47-4320-b9bf-ed449061d1c3,attack-pattern--d1fcf083-a721-4223-aedf-bf8960798d62
uses,malware--4d56e6e9-1a6d-46e3-896c-dfdf3cc96e62,attack-pattern--b80d107d-fa0d-4b60-9684-b0433e8bdba0
uses,intrusion-set--420ac20b-f2b9-42b8-aa1a-6d4b72895ca4,attack-pattern--e3b6daca-e963-4a69-aee6-ed4fd653ad58
detects,x-mitre-data-component--3d20385b-24ef-40e1-9f56-f39750379077,attack-pattern--82caa33e-d11a-433a-94ea-9b5a5fbef81d
uses,malware--dfb5fa9b-3051-4b97-8035-08f80aef945b,attack-pattern--92d7da27-2d91-488e-a00c-059dc162766d
detects,x-mitre-data-component--84572de3-9583-4c73-aabd-06ea88123dd8,attack-pattern--379809f6-2fac-42c1-bd2e-e9dee70b27f8
uses,tool--cf23bf4a-e003-4116-bbae-1ea6c558d565,attack-pattern--fb8d023d-45be-47e9-bc51-f56bcae6435b
uses,malware--efece7e8-e40b-49c2-9f84-c55c5c93d05c,attack-pattern--30973a08-aed9-4edf-8604-9084ce1b5c4f
uses,malware--aae22730-e571-4d17-b037-65f2a3e26213,attack-pattern--045d0922-2310-4e60-b5e4-3302302cb3c5
mitigates,course-of-action--cc2399fd-3cd3-4319-8d0a-fbd6420cdaf8,attack-pattern--cf1c2504-433f-4c4e-a1f8-91de45a0318c
uses,intrusion-set--c93fccb1-e8e8-42cf-ae33-2ad1d183913a,attack-pattern--3ccef7ae-cb5e-48f6-8302-897105fbf55c
mitigates,course-of-action--eb88d97c-32f1-40be-80f0-d61a4b0b4b31,attack-pattern--19bf235b-8620-4997-b5b4-94e0659ed7c3
uses,tool--3433a9e8-1c47-4320-b9bf-ed449061d1c3,attack-pattern--be055942-6e63-49d7-9fa1-9cb7d8a8f3f4
uses,malware--bfd2738c-8b43-43c3-bc9f-d523c8e88bf4,attack-pattern--04fd5427-79c7-44ea-ae13-11b24778ff1c
subtechnique-of,attack-pattern--b84903f0-c7d5-435d-a69e-de47cc3578c0,attack-pattern--67720091-eee3-4d2d-ae16-8264567f6f5b
uses,malware--40a1b8ec-7295-416c-a6b1-68181d86f120,attack-pattern--3ccef7ae-cb5e-48f6-8302-897105fbf55c
uses,malware--7acb15b6-fe2c-4319-b136-6ab36ff0b2d4,attack-pattern--d1fcf083-a721-4223-aedf-bf8960798d62
uses,malware--750eb92a-7fdf-451e-9592-1d42357018f1,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add
uses,intrusion-set--420ac20b-f2b9-42b8-aa1a-6d4b72895ca4,attack-pattern--40f5caa0-4cb7-4117-89fc-d421bb493df3
uses,tool--d505fc8b-2e64-46eb-96d6-9ef7ffca5b66,attack-pattern--c3888c54-775d-4b2f-b759-75a2ececcbfd
uses,malware--4e9bdf9a-4957-47f6-87b3-c76898d3f623,attack-pattern--b3d682b6-98f2-4fb0-aa3b-b4df007ca70a
uses,intrusion-set--18854f55-ac7c-4634-bd9a-352dd07613b7,malware--d906e6f7-434c-44c0-b51a-ed50af8f7945
uses,intrusion-set--bef4c620-0787-42a8-a96d-b7eb6e85917c,attack-pattern--232b7f21-adf9-4b42-b936-b9d6f7df856e
uses,malware--1f6e3702-7ca1-4582-b2e7-4591297d05a8,attack-pattern--21875073-b0ee-49e3-9077-1e2a885359af
detects,x-mitre-data-component--685f917a-e95e-4ba0-ade1-c7d354dae6e0,attack-pattern--359b00ad-9425-420b-bba5-6de8d600cbc0
detects,x-mitre-data-component--73ff2dcc-24b1-4368-b9dc-706dd9e68354,attack-pattern--fb640c43-aa6b-431e-a961-a279010424ac
uses,malware--a8839c95-029f-44cf-8f3d-a3cf2039e927,attack-pattern--c325b232-d5bc-4dde-a3ec-71f3db9e8adc
uses,malware--fbb470da-1d44-4f29-bbb3-9efbe20f94a3,attack-pattern--1644e709-12d2-41e5-a60f-3470991f5011
uses,malware--8bdfe255-e658-4ddd-a11c-b854762e451d,attack-pattern--1e9eb839-294b-48cc-b0d3-c45555a2a004
uses,malware--29231689-5837-4a7a-aafc-1b65b3f50cc7,attack-pattern--0259baeb-9f63-4c69-bf10-eb038c390688
uses,intrusion-set--420ac20b-f2b9-42b8-aa1a-6d4b72895ca4,attack-pattern--e64c62cf-9cd7-4a14-94ec-cdaac43ab44b
uses,malware--c9b99d03-ff11-4a48-95f0-82660d582c25,attack-pattern--c877e33f-1df6-40d6-b1e7-ce70f16f4979
detects,x-mitre-data-component--ee575f4a-2d4f-48f6-b18b-89067760adc1,attack-pattern--93591901-3172-4e94-abf8-6034ab26f44a
uses,intrusion-set--2a7914cf-dff3-428d-ab0f-1014d1c28aeb,attack-pattern--30208d3e-0d6b-43c8-883e-44462a514619
uses,malware--e2d34c63-6f5a-41f5-86a2-e2380f27f858,attack-pattern--005a06c6-14bf-4118-afa0-ebcd8aebb0c9
uses,malware--5763217a-05b6-4edd-9bca-057e47b5e403,attack-pattern--deb98323-e13f-4b0c-8d94-175379069062
uses,malware--e811ff6a-4cef-4856-a6ae-a7daf9ed39ae,attack-pattern--f0589bc3-a6ae-425a-a3d5-5659bfee07f4
uses,malware--aaf3fa65-8b27-4e68-91de-2b7738fe4c82,attack-pattern--232b7f21-adf9-4b42-b936-b9d6f7df856e
uses,intrusion-set--b74f909f-8e52-4b69-b770-162bf59a1b4e,attack-pattern--1c4e5d32-1fe9-4116-9d9d-59e3925bd6a2
uses,intrusion-set--afec6dc3-a18e-4b62-b1a4-5510e1a498d1,attack-pattern--df8b2a25-8bdf-4856-953c-a04372b1c161
uses,malware--56aa3c82-ed40-4b5a-84bf-7231356d9e96,attack-pattern--8f4a33ec-8b1f-4b80-a2f6-642b2e479580
uses,intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,attack-pattern--03d7999c-1f4c-42cc-8373-e7690d318104
uses,malware--8e101fdd-9f7f-4916-bb04-6bd9e94c129c,attack-pattern--dfd7cc1d-e1d8-4394-a198-97c4cab8aa67
uses,intrusion-set--8c1f0187-0826-4320-bddc-5f326cfcfe2c,attack-pattern--ae676644-d2d2-41b7-af7e-9bed1b55898c
detects,x-mitre-data-component--2b3bfe19-d59a-460d-93bb-2f546adc2d2c,attack-pattern--106c0cf6-bf73-4601-9aa8-0945c2715ec5
uses,malware--04378e79-4387-468a-a8f7-f974b8254e44,attack-pattern--c32f7008-9fea-41f7-8366-5eb9b74bd896
detects,x-mitre-data-component--7f70fae7-a68d-4730-a83a-f260b9606129,attack-pattern--2959d63f-73fd-46a1-abd2-109d7dcede32
uses,malware--5f9f7648-04ba-4a9f-bb4c-2a13e74572bd,attack-pattern--92d7da27-2d91-488e-a00c-059dc162766d
uses,tool--3a53b207-aba2-4a2b-9cdb-273d633669e7,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c
uses,malware--eff1a885-6f90-42a1-901f-eef6e7a1905e,attack-pattern--d1fcf083-a721-4223-aedf-bf8960798d62
uses,malware--c984b414-b766-44c5-814a-2fe96c913c12,attack-pattern--92d7da27-2d91-488e-a00c-059dc162766d
mitigates,course-of-action--b045d015-6bed-4490-bd38-56b41ece59a0,attack-pattern--d4b96d2c-1032-4b22-9235-2b5b649d0605
uses,malware--979adb5a-dc30-48f0-9e3d-9a26d866928c,attack-pattern--840a987a-99bd-4a80-a5c9-0cb2baa6cade
uses,intrusion-set--1f0f9a14-11aa-49aa-9174-bcd0eaa979de,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add
uses,malware--b45747dc-87ca-4597-a245-7e16a61bc491,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c
uses,malware--d3afa961-a80c-4043-9509-282cdf69ab21,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add
detects,x-mitre-data-component--c0a4a086-cc20-4e1e-b7cb-29d99dfa3fb1,attack-pattern--2c4d4e92-0ccf-4a97-b54c-86d662988a53
uses,malware--00806466-754d-44ea-ad6f-0caf59cb8556,attack-pattern--f5bb433e-bdf6-4781-84bc-35e97e43be89
uses,malware--e14085cb-0e8d-4be6-92ba-e3b93ee5978f,attack-pattern--10ffac09-e42d-4f56-ab20-db94c67d76ff
uses,intrusion-set--18854f55-ac7c-4634-bd9a-352dd07613b7,attack-pattern--b80d107d-fa0d-4b60-9684-b0433e8bdba0
uses,intrusion-set--dd2d9ca6-505b-4860-a604-233685b802c7,attack-pattern--b17a1a56-e99c-403c-8948-561df0cffe81
detects,x-mitre-data-component--9f387817-df83-432a-b56b-a8fb7f71eedd,attack-pattern--cbb66055-0325-4111-aca0-40547b6ad5b0
uses,malware--2a70812b-f1ef-44db-8578-a496a227aef2,attack-pattern--d1fcf083-a721-4223-aedf-bf8960798d62
detects,x-mitre-data-component--d27b0089-2c39-4b6c-84ff-303e48657e77,attack-pattern--2dbbdcd5-92cf-44c0-aea2-fe24783a6bc3
uses,malware--22b17791-45bf-45c0-9322-ff1a0af5cf2b,attack-pattern--1c4e5d32-1fe9-4116-9d9d-59e3925bd6a2
detects,x-mitre-data-component--3d20385b-24ef-40e1-9f56-f39750379077,attack-pattern--435dfb86-2697-4867-85b5-2fef496c0517
detects,x-mitre-data-component--84572de3-9583-4c73-aabd-06ea88123dd8,attack-pattern--63220765-d418-44de-8fae-694b3912317d
uses,malware--d1531eaa-9e17-473e-a680-3298469662c3,attack-pattern--d10cbd34-42e3-45c0-84d2-535a09849584
uses,intrusion-set--f9d6633a-55e6-4adc-9263-6ae080421a13,attack-pattern--b4694861-542c-48ea-9eb1-10d356e7140a
uses,intrusion-set--7a19ecb1-3c65-4de3-a230-993516aed6a6,attack-pattern--1b7ba276-eedc-4951-a762-0ceea2c030ec
uses,intrusion-set--ead23196-d7b6-4ce6-a124-4ab4b67d81bd,attack-pattern--58a3e6aa-4453-4cc8-a51f-4befe80b31a8
mitigates,course-of-action--9bb9e696-bff8-4ae1-9454-961fc7d91d5f,attack-pattern--7385dfaf-6886-4229-9ecd-6fd678040830
uses,malware--de6cb631-52f6-4169-a73b-7965390b0c30,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1
uses,intrusion-set--56319646-eb6e-41fc-ae53-aadfa7adb924,attack-pattern--6836813e-8ec8-4375-b459-abb388cb1a35
uses,intrusion-set--18854f55-ac7c-4634-bd9a-352dd07613b7,attack-pattern--e64c62cf-9cd7-4a14-94ec-cdaac43ab44b
uses,malware--a8a778f5-0035-4870-bb25-53dc05029586,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c
uses,malware--29231689-5837-4a7a-aafc-1b65b3f50cc7,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18
detects,x-mitre-data-component--9c2fa0ae-7abc-485a-97f6-699e3b6cf9fa,attack-pattern--be2dcee9-a7a7-4e38-afd6-21b31ecc3d63
uses,intrusion-set--7113eaa5-ba79-4fb3-b68a-398ee9cd698e,attack-pattern--232a7e42-cd6e-4902-8fe9-2960f529dd4d
detects,x-mitre-data-component--a953ca55-921a-44f7-9b8d-3d40141aa17e,attack-pattern--19bf235b-8620-4997-b5b4-94e0659ed7c3
uses,campaign--df74f7ad-b10d-431c-9f1d-a2bc18dadefa,attack-pattern--c9e0c59e-162e-40a4-b8b1-78fab4329ada
uses,malware--65341f30-bec6-4b1d-8abf-1a5620446c29,attack-pattern--4ff5d6a8-c062-4c68-a778-36fc5edd564f
uses,malware--687c23e4-4e25-4ee7-a870-c5e002511f54,attack-pattern--cba37adb-d6fb-4610-b069-dd04c0643384
uses,malware--7551188b-8f91-4d34-8350-0d0c57b2b913,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c
uses,intrusion-set--f29b7c5e-2439-42ad-a86f-9f8984fafae3,attack-pattern--65013dd2-bc61-43e3-afb5-a14c4fa7437a
uses,malware--687c23e4-4e25-4ee7-a870-c5e002511f54,attack-pattern--bf90d72c-c00b-45e3-b3aa-68560560d4c5
uses,intrusion-set--06a11b7e-2a36-47fe-8d3e-82c265df3258,attack-pattern--3f886f2a-874f-4333-b794-aa6075009b1c
uses,campaign--7854c1a0-f06c-4876-98a4-4bbd34751b05,attack-pattern--910906dd-8c0a-475a-9cc1-5e029e2fad58
uses,malware--88c621a7-aef9-4ae0-94e3-1fc87123eb24,attack-pattern--6495ae23-3ab4-43c5-a94f-5638a2c31fd2
uses,intrusion-set--174279b4-399f-4ddb-966e-5efedd1dd5f2,tool--b77b563c-34bb-4fb8-86a3-3694338f7b47
uses,tool--80c815bb-b24a-4b9c-9d73-ff4c075a278d,attack-pattern--3c4a2599-71ee-4405-ba1e-0e28414b4bc5
uses,malware--edb24a93-1f7a-4bbf-a738-1397a14662c6,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add
uses,intrusion-set--222fbd21-fc4f-4b7e-9f85-0e6e3a76c33f,attack-pattern--b200542e-e877-4395-875b-cf1a44537ca4
uses,intrusion-set--2a7914cf-dff3-428d-ab0f-1014d1c28aeb,malware--5af7a825-2d9f-400d-931a-e00eb9e27f48
uses,malware--8d9e758b-735f-4cbc-ba7c-32cd15138b2a,attack-pattern--1c34f7aa-9341-4a48-bfab-af22e51aca6c
uses,tool--7cd0bc75-055b-4098-a00e-83dc8beaff14,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add
uses,malware--81c57a96-fc8c-4f91-af8e-63e24c2927c2,attack-pattern--d0613359-5781-4fd2-b5be-c269270be1f6
uses,malware--a7881f21-e978-4fe4-af56-92c9416a2616,attack-pattern--544b0346-29ad-41e1-a808-501bb4193f47
uses,malware--f25aab1a-0cef-4910-a85d-bb38b32ea41a,attack-pattern--970a3432-3237-47ad-bcca-7d8cbb217736
subtechnique-of,attack-pattern--54ca26f3-c172-4231-93e5-ccebcac2161f,attack-pattern--f4c1826f-a322-41cd-9557-562100848c84
uses,intrusion-set--afec6dc3-a18e-4b62-b1a4-5510e1a498d1,attack-pattern--42e8de7b-37b2-4258-905a-6897815e58e0
uses,intrusion-set--7a19ecb1-3c65-4de3-a230-993516aed6a6,attack-pattern--cba37adb-d6fb-4610-b069-dd04c0643384
uses,malware--df9b350b-d4f9-4e79-a826-75cc75fbc1eb,attack-pattern--ef67e13e-5598-4adc-bdb2-998225874fa9
uses,malware--da5880b4-f7da-4869-85f2-e0aba84b8565,attack-pattern--3ccef7ae-cb5e-48f6-8302-897105fbf55c
uses,intrusion-set--56319646-eb6e-41fc-ae53-aadfa7adb924,attack-pattern--be2dcee9-a7a7-4e38-afd6-21b31ecc3d63
uses,intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,attack-pattern--4061e78c-1284-44b4-9116-73e4ac3912f7
uses,intrusion-set--3753cc21-2dae-4dfb-8481-d004e74502cc,attack-pattern--be055942-6e63-49d7-9fa1-9cb7d8a8f3f4
uses,malware--b9eec47e-98f4-4b3c-b574-3fa8a87ebe05,attack-pattern--03d7999c-1f4c-42cc-8373-e7690d318104
uses,campaign--37764c78-2a99-46d1-a7ea-6454b9bf93a0,attack-pattern--dfd7cc1d-e1d8-4394-a198-97c4cab8aa67
uses,intrusion-set--7a19ecb1-3c65-4de3-a230-993516aed6a6,attack-pattern--970a3432-3237-47ad-bcca-7d8cbb217736
detects,x-mitre-data-component--9ce98c86-8d30-4043-ba54-0784d478d0b5,attack-pattern--45241b9e-9bbc-4826-a2cc-78855e51ca09
uses,malware--99854cc8-f202-4e03-aa0a-4f8a4af93229,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c
